user_idx,recourse,cost,is_it_valid,length,mixture_class,model_score,seed
0,True,33.70290552626393,1.0,2,5,0.0,2024.0
1,True,2.0,1.0,2,4,0.0,2024.0
2,True,323.416163630929,1.0,3,0,0.0,2024.0
3,True,2.0,1.0,2,5,0.0,2024.0
4,True,637.094912300329,1.0,4,3,0.0,2024.0
5,True,96.39177475930464,1.0,2,4,0.0,2024.0
6,False,1.0,1.0,1,2,0.0,2024.0
7,True,2.0,1.0,2,4,0.0,2024.0
8,False,1.0,1.0,1,1,0.0,2024.0
9,True,328.03996437811054,1.0,2,3,0.0,2024.0
10,True,2.0,1.0,2,2,0.0,2024.0
11,True,37.08005241702446,1.0,2,5,0.0,2024.0
12,True,61.44122668715238,1.0,2,1,0.0,2024.0
13,True,59.192613061668986,1.0,2,1,0.0,2024.0
14,True,80.2375587590848,1.0,2,2,0.0,2024.0
15,True,36.59893835851007,1.0,2,5,0.0,2024.0
16,True,47.76688667109997,1.0,3,5,0.0,2024.0
17,True,177.24823842885553,1.0,2,0,0.0,2024.0
18,True,129.1302302178272,1.0,4,5,0.0,2024.0
19,True,62.10306152763036,1.0,2,1,0.0,2024.0
20,True,56.53017668925372,1.0,2,1,0.0,2024.0
21,True,59.28445750897923,1.0,2,1,0.0,2024.0
22,True,79.52137600096579,1.0,2,2,0.0,2024.0
23,True,135.71496922699015,1.0,2,0,0.0,2024.0
24,True,23.912500663580836,1.0,2,3,0.0,2024.0
25,True,305.2347860443816,1.0,3,4,0.0,2024.0
26,True,2.0,1.0,2,5,0.0,2024.0
27,False,1.0,1.0,1,5,0.0,2024.0
28,True,33.70134079019595,1.0,2,5,0.0,2024.0
29,True,2.0,1.0,2,4,0.0,2024.0
30,True,290.91049649399406,1.0,4,4,0.0,2024.0
31,True,280.3094589752284,1.0,2,3,0.0,2024.0
32,True,2.0,1.0,2,5,0.0,2024.0
33,True,47.34769926791675,1.0,2,5,0.0,2024.0
34,True,80.11479057780109,1.0,3,2,0.0,2024.0
35,True,34.802422149913404,1.0,2,5,0.0,2024.0
36,True,78.43278486421184,1.0,2,2,0.0,2024.0
37,True,41.10500286209529,1.0,2,4,0.0,2024.0
38,True,21.537233941222922,1.0,2,3,0.0,2024.0
39,True,25.464654486734467,1.0,2,3,0.0,2024.0
40,True,82.26605633452661,1.0,2,2,0.0,2024.0
41,True,142.23531729242734,1.0,2,0,0.0,2024.0
42,True,112.46423247990597,1.0,4,5,0.0,2024.0
43,True,34.32990832536471,1.0,2,4,0.0,2024.0
44,True,142.753403852725,1.0,2,0,0.0,2024.0
45,True,35.36176872439553,1.0,2,5,0.0,2024.0
46,True,2.0,1.0,2,4,0.0,2024.0
47,True,131.4475757153705,1.0,3,1,0.0,2024.0
48,True,21.71442477649485,1.0,2,3,0.0,2024.0
49,True,2.0,1.0,2,4,0.0,2024.0
50,True,171.33881295972867,1.0,2,0,0.0,2024.0
51,True,130.25449853167953,1.0,3,1,0.0,2024.0
52,True,142.74868415563168,1.0,2,0,0.0,2024.0
53,False,1.0,1.0,1,3,0.0,2024.0
54,True,22.33940963253707,1.0,2,3,0.0,2024.0
55,True,23.47202339551021,1.0,2,3,0.0,2024.0
56,False,1.0,1.0,1,4,0.0,2024.0
57,False,1.0,1.0,1,2,0.0,2024.0
58,True,2.0,1.0,2,4,0.0,2024.0
59,True,58.38252175332493,1.0,2,1,0.0,2024.0
60,True,21.368876157936754,1.0,2,3,0.0,2024.0
61,True,2.0,1.0,2,0,0.0,2024.0
62,True,2.0,1.0,2,4,0.0,2024.0
63,True,307.7694471487284,1.0,3,0,0.0,2024.0
64,True,78.41173023452289,1.0,2,3,0.0,2024.0
65,True,59.05837720477684,1.0,2,1,0.0,2024.0
66,True,63.53134800867598,1.0,3,3,0.0,2024.0
67,True,2.0,1.0,2,4,0.0,2024.0
68,True,46.00945850161811,1.0,2,5,0.0,2024.0
69,True,295.3971269634881,1.0,3,4,0.0,2024.0
70,True,657.893550766065,1.0,3,1,0.0,2024.0
71,True,13.034532874134317,1.0,2,3,0.0,2024.0
72,True,2.0,1.0,2,4,0.0,2024.0
73,True,78.0729229882731,1.0,2,2,0.0,2024.0
74,True,77.87553255624547,1.0,2,2,0.0,2024.0
75,True,60.22463860413885,1.0,2,1,0.0,2024.0
76,True,58.05265797796872,1.0,2,1,0.0,2024.0
77,True,72.41905131514906,1.0,2,2,0.0,2024.0
78,True,79.96538878643331,1.0,2,2,0.0,2024.0
79,False,1.0,1.0,1,1,0.0,2024.0
80,True,308.1345798970639,1.0,3,3,0.0,2024.0
81,True,35.63845066270061,1.0,2,5,0.0,2024.0
82,True,144.82611031590517,1.0,3,0,0.0,2024.0
83,True,278.79813635846193,1.0,3,0,0.0,2024.0
84,False,1.0,1.0,1,5,0.0,2024.0
85,True,60.69481537458262,1.0,2,1,0.0,2024.0
86,True,63.002993405640915,1.0,2,2,0.0,2024.0
87,True,33.68512595650877,1.0,2,5,0.0,2024.0
88,True,23.881560197870918,1.0,2,3,0.0,2024.0
89,False,1.0,1.0,1,2,0.0,2024.0
90,True,24.36431329125184,1.0,2,3,0.0,2024.0
91,True,33.96547681928644,1.0,2,5,0.0,2024.0
92,True,419.25418284958494,1.0,3,2,0.0,2024.0
93,True,36.441809600472794,1.0,2,5,0.0,2024.0
94,True,2.0,1.0,2,4,0.0,2024.0
95,True,130.8891179826869,1.0,3,1,0.0,2024.0
96,False,1.0,1.0,1,5,0.0,2024.0
97,True,35.52348882347181,1.0,2,5,0.0,2024.0
98,True,2.0,1.0,2,2,0.0,2024.0
99,True,540.5635151088147,1.0,2,1,0.0,2024.0
100,True,22.785340297258855,1.0,2,3,0.0,2024.0
101,True,60.65384481070712,1.0,2,1,0.0,2024.0
102,True,2.0,1.0,2,4,0.0,2024.0
103,True,60.54677365042009,1.0,2,1,0.0,2024.0
104,True,140.79698788566236,1.0,2,0,0.0,2024.0
105,True,2.0,1.0,2,4,0.0,2024.0
106,False,1.0,1.0,1,2,0.0,2024.0
107,True,192.4886999530568,1.0,3,4,0.0,2024.0
108,True,21.70821914622946,1.0,2,3,0.0,2024.0
109,True,2.0,1.0,2,4,0.0,2024.0
110,True,144.6158850011604,1.0,2,0,0.0,2024.0
111,True,345.0013678157828,1.0,3,2,0.0,2024.0
112,True,2.0,1.0,2,4,0.0,2024.0
113,True,74.40199284281084,1.0,2,5,0.0,2024.0
114,True,20.730228354703584,1.0,2,3,0.0,2024.0
115,True,142.3850579383983,1.0,2,0,0.0,2024.0
116,False,1.0,1.0,1,2,0.0,2024.0
117,True,55.076678744012476,1.0,3,3,0.0,2024.0
118,True,2.0,1.0,2,4,0.0,2024.0
119,True,459.44606867353815,1.0,3,5,0.0,2024.0
120,True,326.5236712924887,1.0,3,3,0.0,2024.0
121,True,141.1565039273878,1.0,2,0,0.0,2024.0
122,True,105.59791701508277,1.0,2,4,0.0,2024.0
123,True,44.146233150987534,1.0,2,2,0.0,2024.0
124,True,143.1777165118699,1.0,2,0,0.0,2024.0
125,True,33.46479759294168,1.0,2,5,0.0,2024.0
126,True,35.482103518500594,1.0,2,5,0.0,2024.0
127,True,58.9516531007241,1.0,2,1,0.0,2024.0
128,True,225.32042436753244,1.0,3,0,0.0,2024.0
129,True,141.7792394963646,1.0,2,0,0.0,2024.0
130,True,2.0,1.0,2,0,0.0,2024.0
131,True,79.29239461825668,1.0,2,2,0.0,2024.0
132,True,41.03792811029025,1.0,2,3,0.0,2024.0
133,True,196.3939222314105,1.0,2,4,0.0,2024.0
134,True,2.0,1.0,2,4,0.0,2024.0
